id,treeID,creatorID,statusID,specID,easting,northing,height,DBH,remarks
"349",b00902,(KSW),"0",BUR,477604.53,5631610.3,10,0.19,
"350",b00903,(KSW),"0",EIT,477591.44,5631614.41,22,0.56,
"351",b00904,(KSW),"0",BUR,477598.83,5631621.59,19,0.45,
"352",b00905,(KSW),"0",EIT,477599.14,5631627.1,20,0.57,
"353",b00906,(KSW),"0",BUR,477605.13,5631619.6,12,0.29,
"354",b00907,(KSW),"0",EIT,477606.21,5631614.7,20,0.5,
"355",b00908,(dg),"0",FIG,476504.93,5631989.83,36.5,0.51,
"356",b00909,(dg),"0",FIG,476508.36,5631986.15,36.5,0.57,
"357",b00910,(dg),"0",FIG,476510.32,5631988.6,36.5,0.76,2019-03-28 gefällt in März 2019 und abgeräumt nur noch Stumpf
"358",b00911,(dg),"0",DGL,476510.91,5631996.67,36.5,0.63,
"359",b00912,(dg),"0",FIG,476505.65,5631994.25,36.5,0.39,
"360",b00913,(dg),"0",FIG,476506.14,5631998.38,36.5,0.49,
"361",b00914,(dg),"0",DGL,476499.61,5632002.18,36.5,0.59,
"362",b00915,(dg),"0",FIG,476510.15,5632008.34,36.5,0.49,
"363",b00916,(dg),"0",DGL,476516.13,5632015.52,36.5,0.67,
"364",b00917,(dg),"0",DGL,476525.68,5632004.99,36.5,0.59,
"365",b00918,(dg),"0",FIG,476516.67,5631993.9,36.5,0.45,2019-03-28 gefällt in März 2019 und abgeräumt nur noch Stumpf
"366",b00919,(dg),"0",BUR,476514.53,5631976.19,,,2019-03-20 Buche Core beprobt in FIG-DGL Plot
"367",b00920,(dg),"0",BUR,477400.03,5631978.26,,0.54,wurde Februar 2019 gefällt und bleibt liegen
"368",b00921,(dg),"0",BUR,477347.08,5631879.2,,0.66,
"369",b00922,(dg),"0",BUR,477417.79,5631993.44,,0.51,wurde Februar 2019 gefällt und bleibt liegen
"370",b00923,(jk),"0",BUR,477657.76,5632266.95,,0.07,
"371",b00924,(dg),"0",BUR,477390,5631857,36.5,0.53,2019-03-23 umgefallen März 2019 über Tälchen
"372",b00925,(dg),"0",EIT,477554.32,5632246.2,,0.7,tot. abgebrochen auf 7m. Stamm 20m daneben. Krone fehlt
"373",b00927,(dg),"0",BUR,477348.13,5632041.26,,0.32,
"374",b00928,(dg),"0",BUR,477623.93,5631716.1,,0.38,tot
"375",b00929,(DGLJS),"0",BUR,477699,5632469,31.3,0.39,
"376",b00930,(DGLJS),"0",WES,477709,5632070,,,Plakette gesetzt bei Plotaufnahme fs-030 22.05.2017 aber nicht dokumentiert. Plakette wiedergefunden und eingtragen 17.04.2018. dg. Koordinaten geschätz
"377",b00931,(BHW),"0",BUR,477564.36,5632287.69,20,0.26,Plakette neu gesetzt dg 31.8.2018
"378",b00932,(DGLJS),"0",BUR,477563.64,5632125.32,15.7,0.21,
"379",mof_cst_00001,(ml),"100",BUR,477704.431,5632016.666,,,natur40 Baum
"380",mof_cst_00002,(ml),"100",BUR,477754.59212,5632039.68833,,,natur40 Baum
"381",mof_cst_00003,(ml),"999",BUR,476853.88135,5632264.57441,,,natur40 Baum
"382",mof_cst_00004,(ml),"999",BUR,477295.26246,5631710.35549,,,natur40 Baum
"383",mof_cst_00005,(ml),"999",BUR,477218.08825,5631769.77102,,,natur40 Baum
"384",mof_cst_00006,(ml),"999",BUR,477666.59722,5631775.82517,,,natur40 Baum
"385",mof_cst_00007,(ml),"999",BUR,477114.50993,5632129.33549,,,natur40 Baum
"386",mof_cst_00008,(ml),"100",BUR,477727.97071,5632374.38621,,,natur40 Baum
"387",mof_cst_00009,(ml),"999",BUR,477367.39057,5631917.86247,,,natur40 Baum
"388",mof_cst_00010,(ml),"999",BUR,476833.98599,5632121.08803,,,natur40 Baum
"389",mof_cst_00011,(ml),"999",BUR,477020.22891,5632075.69162,,,natur40 Baum
"390",mof_cst_00012,(ml),"999",BUR,477688.22897,5631823.67467,,,natur40 Baum
"391",mof_cst_00013,(ml),"999",BUR,477559.68276,5632473.23115,,,natur40 Baum
"392",mof_cst_00014,(ml),"999",BUR,477162.87588,5631634.93626,,,natur40 Baum
"393",mof_cst_00015,(ml),"999",BUR,477499.52011,5631892.59487,,,natur40 Baum
"394",mof_cst_00016,(ml),"999",BUR,477136.89991,5631782.91182,,,natur40 Baum
"395",mof_cst_00017,(ml),"999",BUR,477635.93268,5632477.2859,,,natur40 Baum
"396",mof_cst_00018,(ml),"999",BUR,477181.14739,5632363.98166,,,natur40 Baum
"397",mof_cst_00019,(ml),"999",BUR,476765.77891,5632075.10485,,,natur40 Baum
"398",mof_cst_00020,(ml),"999",BUR,477508.679,5631705.282,,,natur40 Baum
"399",mof_cst_00021,(ml),"999",BUR,476609.62071,5632149.2019,,,natur40 Baum
"400",mof_cst_00022,(ml),"999",BUR,477376.57396,5632448.30612,,,natur40 Baum
"401",mof_cst_00023,(ml),"999",BUR,477334.62387,5632369.30251,,,natur40 Baum
"402",mof_cst_00024,(ml),"999",BUR,478093.98015,5632160.05663,,,natur40 Baum
"403",mof_cst_00025,(ml),"999",BUR,477423.17321,5631852.38007,,,natur40 Baum
"404",mof_cst_00026,(ml),"999",BUR,476982.82094,5631848.06267,,,natur40 Baum
"405",mof_cst_00027,(ml),"999",BUR,477016.18866,5632383.77617,,,natur40 Baum
"406",mof_cst_00028,(ml),"100",BUR,477706.86264,5632326.05586,,,natur40 Baum
"407",mof_cst_00029,(ml),"999",BUR,477423.68779,5632358.29602,,,natur40 Baum
"408",mof_cst_00030,(ml),"999",BUR,477057.80631,5632609.37974,,,natur40 Baum
"409",mof_cst_00031,(ml),"999",BUR,477623.5069,5632566.91041,,,natur40 Baum
"410",mof_cst_00032,(ml),"999",BUR,477266.58204,5631807.70994,,,natur40 Baum
"411",mof_cst_00033,(ml),"999",BUR,476762.81403,5632237.13098,,,natur40 Baum
"412",mof_cst_00034,(ml),"999",BUR,477284.7082,5632392.84576,,,natur40 Baum
"413",mof_cst_00035,(ml),"999",BUR,477261.4109,5632659.61986,,,natur40 Baum
"414",mof_cst_00036,(ml),"999",BUR,477558.12774,5631814.5592,,,natur40 Baum
"415",mof_cst_00037,(ml),"999",BUR,477213.34077,5632685.92896,,,natur40 Baum
"416",mof_cst_00038,(ml),"999",BUR,477481.2058,5632325.65314,,,natur40 Baum
"417",mof_cst_00039,(ml),"999",BUR,477412.3964,5632051.88873,,,natur40 Baum
"418",mof_cst_00040,(ml),"999",BUR,476983.23327,5632529.93105,,,natur40 Baum
"419",mof_cst_00041,(ml),"999",BUR,477934.74796,5632297.0602,,,natur40 Baum
"420",mof_cst_00042,(ml),"999",BUR,476680.73475,5632080.35575,,,natur40 Baum
"421",mof_cst_00043,(ml),"999",BUR,477060.42374,5632537.76867,,,natur40 Baum
"422",mof_cst_00044,(ml),"999",BUR,477736.97767,5631907.35378,,,natur40 Baum
"423",mof_cst_00045,(ml),"999",BUR,476860.44821,5632311.02936,,,natur40 Baum
"424",mof_cst_00046,(ml),"999",BUR,477055.07574,5632211.87379,,,natur40 Baum
"425",mof_cst_00047,(ml),"999",BUR,477222.44204,5631649.99281,,,natur40 Baum
"426",mof_cst_00048,(ml),"999",BUR,476786.09233,5632191.81079,,,natur40 Baum
"427",mof_cst_00049,(ml),"999",BUR,477546.2816,5632419.40938,,,natur40 Baum
"428",mof_cst_00050,(ml),"100",BUR,477818.15129,5632010.30915,,,natur40 Baum
"429",mof_cst_00051,(ml),"100",EIT,477830.17467,5632168.85581,,,natur40 Baum
"430",mof_cst_00052,(ml),"100",EIT,477814.07473,5632203.04734,,,natur40 Baum
"431",mof_cst_00053,(ml),"999",EIT,477133.03517,5631595.18375,,,natur40 Baum
"432",mof_cst_00054,(ml),"999",EIT,477002.697,5631760.3704,,,natur40 Baum
"433",mof_cst_00055,(ml),"999",EIT,476959.71153,5631801.1363,,,natur40 Baum
"434",mof_cst_00056,(ml),"999",EIT,476903.08071,5631819.78669,,,natur40 Baum
"435",mof_cst_00057,(ml),"999",EIT,476832.95038,5631835.01116,,,natur40 Baum
"436",mof_cst_00058,(ml),"999",EIT,476903.86672,5631956.31059,,,natur40 Baum
"437",mof_cst_00059,(ml),"999",EIT,476932.1421,5631914.68148,,,natur40 Baum
"438",mof_cst_00060,(ml),"999",EIT,477582.21411,5631492.15708,,,natur40 Baum
"439",mof_cst_00061,(ml),"999",EIT,477622.31627,5631558.91913,,,natur40 Baum
"440",mof_cst_00062,(ml),"999",EIT,477681.72853,5631585.85388,,,natur40 Baum
"441",mof_cst_00063,(ml),"999",EIT,477604.53475,5631680.54165,,,natur40 Baum
"442",mof_cst_00064,(ml),"999",EIT,477695.94589,5631694.64574,,,natur40 Baum
"443",mof_cst_00065,(ml),"999",EIT,477474.61084,5631740.86101,,,natur40 Baum
"444",mof_cst_00066,(ml),"999",EIT,477457.19852,5631806.85875,,,natur40 Baum
"445",mof_cst_00067,(ml),"999",EIT,477718.28514,5631747.92073,,,natur40 Baum
"446",mof_cst_00068,(ml),"999",EIT,477556.88685,5631872.99004,,,natur40 Baum
"447",mof_cst_00069,(ml),"999",EIT,477622.6922,5631930.87887,,,natur40 Baum
"448",mof_cst_00070,(ml),"999",EIT,477565.96582,5631953.79152,,,natur40 Baum
"449",mof_cst_00071,(ml),"999",EIT,477887.47701,5632052.62044,,,natur40 Baum
"450",mof_cst_00072,(ml),"100",EIT,477824.18811,5632083.77479,,,natur40 Baum
"451",mof_cst_00073,(ml),"100",EIT,477748.23729,5632104.13039,,,natur40 Baum
"452",mof_cst_00074,(ml),"999",EIT,477877.43661,5632190.79948,,,natur40 Baum
"453",mof_cst_00075,(ml),"999",EIT,477942.99282,5632185.39273,,,natur40 Baum
"454",mof_cst_00076,(ml),"100",EIT,477770.45664,5632254.78833,,,natur40 Baum
"455",mof_cst_00077,(ml),"999",EIT,478060.92419,5632213.88263,,,natur40 Baum
"456",mof_cst_00078,(ml),"999",EIT,478039.79268,5632161.33247,,,natur40 Baum
"457",mof_cst_00079,(ml),"999",EIT,477985.86612,5632300.59042,,,natur40 Baum
"458",mof_cst_00080,(ml),"999",EIT,477494.3322,5632703.84115,,,natur40 Baum
"459",mof_cst_00081,(ml),"999",EIT,477405.38552,5632683.87735,,,natur40 Baum
"460",mof_cst_00082,(ml),"999",EIT,476964.98166,5631991.75674,,,natur40 Baum
"461",mof_cst_00083,(ml),"999",EIT,477097.59347,5631903.94433,,,natur40 Baum
"462",mof_cst_00084,(ml),"999",EIT,477168.57603,5631916.32323,,,natur40 Baum
"463",mof_cst_00085,(ml),"999",EIT,477214.02553,5631942.9031,,,natur40 Baum
"464",mof_cst_00086,(ml),"999",EIT,476985.11904,5632261.14361,,,natur40 Baum
"465",mof_cst_00087,(ml),"999",EIT,477014.36954,5632479.17816,,,natur40 Baum
"466",mof_cst_00088,(ml),"999",EIT,477374.93132,5632219.59954,,,natur40 Baum
"467",mof_cst_00089,(ml),"999",EIT,477369.77439,5632163.48541,,,natur40 Baum
"468",mof_cst_00090,(ml),"999",EIT,477416.83045,5632121.69462,,,natur40 Baum
"469",mof_cst_00091,(ml),"999",EIT,476544.8743,5632188.31929,,,natur40 Baum
"470",mof_cst_00092,(ml),"999",EIT,476534.77304,5632241.50369,,,natur40 Baum
"471",mof_cst_00093,(ml),"999",EIT,476606.34681,5632270.88315,,,natur40 Baum
"472",mof_cst_00094,(ml),"999",EIT,476649.70258,5632309.24152,,,natur40 Baum
"473",mof_cst_00095,(ml),"999",EIT,476664.74014,5632377.05355,,,natur40 Baum
"474",mof_cst_00096,(ml),"999",EIT,476728.76466,5632354.12838,,,natur40 Baum
"475",mof_cst_00097,(ml),"999",EIT,476848.82509,5632448.85892,,,natur40 Baum
"476",mof_cst_00098,(ml),"999",EIT,476875.95094,5632401.32161,,,natur40 Baum
"477",mof_cst_00099,(ml),"999",EIT,476832.31424,5632369.82567,,,natur40 Baum
"478",mof_cst_00100,(ml),"999",EIT,476592.53058,5632195.95618,,,natur40 Baum
"479",r00001,(GRLGS),"0",HBU,477825.17,5632175.02,21.6,0.25,
"480",r00002,(GRLGS),"0",EIT,477827.26,5632175.27,38.8,0.51,
"481",r00003,(GRLGS),"0",HBU,477820.17,5632176.52,20.4,0.22,
"482",r00004,(GRLGS),"0",EIT,477820.26,5632180.16,39,0.56,
"483",r00005,(GRLGS),"0",BUR,477827.78,5632178.99,33.6,0.25,
"484",r00006,(GRLGS),"0",BUR,477829.97,5632181.51,26.6,0.22,
"485",r00007,(GRLGS),"0",BUR,477821.28,5632183.32,33.6,0.21,
"486",r00008,(GRLGS),"0",BUR,477828.68,5632172.63,19.6,0.18,
"487",r00009,(GRLGS),"0",EIT,477830.66,5632168.57,37.2,0.57,
"488",r00010,(GRLGS),"0",EIT,477828.98,5632169.99,36.6,0.48,
"489",r00011,(GRLGS),"0",BUR,477819.9,5632167.13,29.6,0.3,
"490",r00013,(DGLJS),"0",EIT,477368.78,5632160.33,17.9,0.51,
"491",r00014,(DGLJS),"0",EIT,477364.72,5632166.14,13.8,0.49,
"492",r00015,(DGLJS),"0",BUR,477357.92,5632170.38,16.7,0.45,
"493",r00017,(DGLJS),"0",BUR,477354.26,5632168.25,15.5,0.49,
"494",r00018,(DGLJS),"0",BUR,477360.54,5632153.41,9.8,0.14,
"495",r00019,(DGLJS),"0",BUR,477366.8,5632170.75,7.1,0.1,
"496",r00020,(DGLJS),"0",BUR,477361.79,5632155.66,9.8,0.1,
"497",r00021,(DGLJS),"0",BUR,477243.97,5631811.91,23.7,0.54,
"498",r00022,(DGLJS),"0",BUR,477248.76,5631813.1,31.4,0.46,
"499",r00023,(DGLJS),"0",BUR,477250.39,5631818.74,34.1,0.48,
"500",r00024,(DGLJS),"0",BUR,477256.53,5631813.16,21.4,0.42,
"501",r00025,(DGLJS),"0",BUR,477259.12,5631820.66,19.9,0.3,
"502",r00026,(DGLJS),"0",BUR,477467.1,5631828.51,22.1,0.53,
"503",r00027,(DGLJS),"0",BUR,477465.36,5631827.51,11.1,0.14,
"504",r00028,(DGLJS),"0",BUR,477469.49,5631833.35,30.4,0.46,
"505",r00029,(DGLJS),"0",BUR,477475.27,5631833.9,11.3,0.14,
"506",r00030,(DGLJS),"0",BUR,477478.17,5631832.79,24.7,0.51,Abt. 3 mittelhang. dm-005
"507",r00031,(DGLJS),"0",BUR,477474.94,5631824.9,7.2,0.11,
"508",r00032,(DGLJS),"0",BUR,477477.96,5631827.08,9.3,0.07,
"509",r00033,(DGLJS),"0",BUR,477464.12,5631823.32,21.6,0.51,
"510",r00034,(DGLJS),"0",BUR,477460.42,5631831.71,8.6,0.17,
"511",r00035,(DGLJS),"0",EIT,477462.87,5631834.38,20.3,0.37,Abt. 3 mittelhang. dm-005
"512",r00037,(DGLJS),"0",BUR,477712.14,5632076.58,11.8,0.13,
"513",r00038,(DGLJS),"0",BUR,477716.63,5632071.29,11.8,0.12,
"514",r00039,(DGLJS),"0",BUR,477713.96,5632070.35,11.8,0.17,
"515",r00040,(DGLJS),"0",BUR,477907.04,5632166.7,24.8,0.25,
"516",r00041,(DGLJS),"0",EIT,477914.23,5632160.59,28.8,0.58,
"517",r00042,(DGLJS),"0",BUR,477916.4,5632160.97,10.1,0.28,
"518",r00043,(DGLJS),"0",EIT,477915.51,5632157.03,30.3,0.56,
"519",r00044,(DGLJS),"0",EIT,477905.21,5632160.39,26,0.55,
"520",r00045,(DGLJS),"0",BUR,477408.08,5632086.17,23.3,0.44,
"521",r00046,(DGLJS),"0",EIT,477407.57,5632076.95,13.4,0.32,
"522",r00047,(DGLJS),"0",BUR,477407.42,5632090.18,13.6,0.51,
"523",r00048,(DGLJS),"0",BUR,477399.49,5632086.64,18.4,4.39,
"524",r00049,(DGLJS),"0",EIT,477395.85,5632089.52,17.9,0.78,
"525",r00050,(GRLGS),"0",DGL,477395.85,5632038.67,31.2,0.22,
